instant,dteday,season_hour,yr,mnth,hr,holiday,weekday_hour,workingday_hour,weathersit_hour,temp,atemp,hum,windspeed,casual,registered,cnt,season_day,weekday_day,workingday_day,weathersit_day,cluster
16665,2012-12-02,4,1,12,3,0,0,0,2,0.26,0.303,0.93,0.0,4,21,25,4,0,0,2,S4-W2
16666,2012-12-02,4,1,12,4,0,0,0,2,0.26,0.303,0.93,0.0,1,6,7,4,0,0,2,S4-W2
16667,2012-12-02,4,1,12,5,0,0,0,2,0.26,0.303,0.93,0.0,1,7,8,4,0,0,2,S4-W2
16668,2012-12-02,4,1,12,6,0,0,0,2,0.24,0.2424,0.93,0.1343,1,15,16,4,0,0,2,S4-W2
16669,2012-12-02,4,1,12,7,0,0,0,2,0.24,0.2424,0.93,0.1343,5,26,31,4,0,0,2,S4-W2
16670,2012-12-02,4,1,12,8,0,0,0,2,0.26,0.2879,0.93,0.0896,12,81,93,4,0,0,2,S4-W2
16671,2012-12-02,4,1,12,9,0,0,0,2,0.28,0.2727,0.93,0.1642,37,135,172,4,0,0,2,S4-W2
16672,2012-12-02,4,1,12,10,0,0,0,2,0.3,0.3333,0.87,0.0,63,230,293,4,0,0,2,S4-W2
16673,2012-12-02,4,1,12,11,0,0,0,2,0.32,0.3182,0.81,0.1642,81,274,355,4,0,0,2,S4-W2
16674,2012-12-02,4,1,12,12,0,0,0,2,0.34,0.3333,0.81,0.1642,111,409,520,4,0,0,2,S4-W2
16675,2012-12-02,4,1,12,13,0,0,0,1,0.4,0.4091,0.71,0.2239,84,347,431,4,0,0,2,S4-W2
16676,2012-12-02,4,1,12,14,0,0,0,1,0.44,0.4394,0.62,0.2537,142,331,473,4,0,0,2,S4-W2
16677,2012-12-02,4,1,12,15,0,0,0,1,0.44,0.4394,0.67,0.1343,106,311,417,4,0,0,2,S4-W2
16678,2012-12-02,4,1,12,16,0,0,0,2,0.44,0.4394,0.67,0.1045,85,358,443,4,0,0,2,S4-W2
16679,2012-12-02,4,1,12,17,0,0,0,3,0.4,0.4091,0.76,0.194,59,244,303,4,0,0,2,S4-W2
16680,2012-12-02,4,1,12,18,0,0,0,2,0.44,0.4394,0.72,0.1045,25,178,203,4,0,0,2,S4-W2
16681,2012-12-02,4,1,12,19,0,0,0,2,0.4,0.4091,0.82,0.194,16,158,174,4,0,0,2,S4-W2
16682,2012-12-02,4,1,12,20,0,0,0,2,0.42,0.4242,0.82,0.194,12,142,154,4,0,0,2,S4-W2
16683,2012-12-02,4,1,12,21,0,0,0,2,0.44,0.4394,0.77,0.2239,8,91,99,4,0,0,2,S4-W2
16684,2012-12-02,4,1,12,22,0,0,0,2,0.44,0.4394,0.77,0.194,11,85,96,4,0,0,2,S4-W2
16685,2012-12-02,4,1,12,23,0,0,0,2,0.42,0.4242,0.82,0.1343,7,44,51,4,0,0,2,S4-W2
16686,2012-12-03,4,1,12,0,0,1,1,2,0.42,0.4242,0.82,0.1642,3,18,21,4,1,1,1,S4-W1
16687,2012-12-03,4,1,12,1,0,1,1,1,0.4,0.4091,0.82,0.1343,2,11,13,4,1,1,1,S4-W1
16688,2012-12-03,4,1,12,2,0,1,1,1,0.42,0.4242,0.77,0.1642,1,9,10,4,1,1,1,S4-W1
16689,2012-12-03,4,1,12,3,0,1,1,1,0.38,0.3939,0.87,0.0,2,6,8,4,1,1,1,S4-W1
16690,2012-12-03,4,1,12,4,0,1,1,1,0.36,0.3788,0.93,0.0,1,4,5,4,1,1,1,S4-W1
16691,2012-12-03,4,1,12,5,0,1,1,1,0.34,0.3485,0.93,0.0896,0,38,38,4,1,1,1,S4-W1
16692,2012-12-03,4,1,12,6,0,1,1,1,0.36,0.3788,0.93,0.0,2,136,138,4,1,1,1,S4-W1
16693,2012-12-03,4,1,12,7,0,1,1,2,0.34,0.3636,0.93,0.0,9,387,396,4,1,1,1,S4-W1
16694,2012-12-03,4,1,12,8,0,1,1,1,0.36,0.3788,0.93,0.0,19,712,731,4,1,1,1,S4-W1
16695,2012-12-03,4,1,12,9,0,1,1,1,0.4,0.4091,0.87,0.0896,19,289,308,4,1,1,1,S4-W1
16696,2012-12-03,4,1,12,10,0,1,1,1,0.44,0.4394,0.77,0.1343,31,105,136,4,1,1,1,S4-W1
16697,2012-12-03,4,1,12,11,0,1,1,1,0.48,0.4697,0.77,0.1343,51,182,233,4,1,1,1,S4-W1
16698,2012-12-03,4,1,12,12,0,1,1,1,0.52,0.5,0.68,0.1642,40,228,268,4,1,1,1,S4-W1
16699,2012-12-03,4,1,12,13,0,1,1,1,0.58,0.5455,0.56,0.0896,81,240,321,4,1,1,1,S4-W1
16700,2012-12-03,4,1,12,14,0,1,1,1,0.6,0.6212,0.53,0.0,51,209,260,4,1,1,1,S4-W1
16701,2012-12-03,4,1,12,15,0,1,1,1,0.6,0.6212,0.56,0.0,58,210,268,4,1,1,1,S4-W1
16702,2012-12-03,4,1,12,16,0,1,1,1,0.6,0.6212,0.53,0.1343,45,397,442,4,1,1,1,S4-W1
16703,2012-12-03,4,1,12,17,0,1,1,1,0.52,0.5,0.63,0.1045,43,665,708,4,1,1,1,S4-W1
16704,2012-12-03,4,1,12,18,0,1,1,1,0.5,0.4848,0.68,0.0896,26,666,692,4,1,1,1,S4-W1
16705,2012-12-03,4,1,12,19,0,1,1,1,0.5,0.4848,0.68,0.0896,27,444,471,4,1,1,1,S4-W1
16706,2012-12-03,4,1,12,20,0,1,1,2,0.46,0.4545,0.77,0.0,16,284,300,4,1,1,1,S4-W1
16707,2012-12-03,4,1,12,21,0,1,1,1,0.44,0.4394,0.82,0.194,14,207,221,4,1,1,1,S4-W1
16708,2012-12-03,4,1,12,22,0,1,1,1,0.42,0.4242,0.82,0.1045,5,139,144,4,1,1,1,S4-W1
16709,2012-12-03,4,1,12,23,0,1,1,1,0.42,0.4242,0.82,0.1045,9,93,102,4,1,1,1,S4-W1
16710,2012-12-04,4,1,12,0,0,2,1,1,0.42,0.4242,0.88,0.1045,6,49,55,4,2,1,1,S4-W1
16711,2012-12-04,4,1,12,1,0,2,1,1,0.42,0.4242,0.82,0.1045,3,22,25,4,2,1,1,S4-W1
16712,2012-12-04,4,1,12,2,0,2,1,1,0.42,0.4242,0.88,0.0896,3,5,8,4,2,1,1,S4-W1
16713,2012-12-04,4,1,12,3,0,2,1,2,0.4,0.4091,0.87,0.1343,1,3,4,4,2,1,1,S4-W1
16714,2012-12-04,4,1,12,4,0,2,1,2,0.4,0.4091,0.87,0.1343,0,7,7,4,2,1,1,S4-W1
16715,2012-12-04,4,1,12,5,0,2,1,2,0.44,0.4394,0.88,0.0,1,45,46,4,2,1,1,S4-W1
16716,2012-12-04,4,1,12,6,0,2,1,2,0.36,0.3788,0.93,0.0,3,150,153,4,2,1,1,S4-W1
16717,2012-12-04,4,1,12,7,0,2,1,1,0.42,0.4242,0.88,0.1343,7,495,502,4,2,1,1,S4-W1
16718,2012-12-04,4,1,12,8,0,2,1,2,0.44,0.4394,0.88,0.1642,21,700,721,4,2,1,1,S4-W1
16719,2012-12-04,4,1,12,9,0,2,1,1,0.46,0.4545,0.82,0.1045,19,317,336,4,2,1,1,S4-W1
16720,2012-12-04,4,1,12,10,0,2,1,1,0.46,0.4545,0.82,0.194,26,130,156,4,2,1,1,S4-W1
16721,2012-12-04,4,1,12,11,0,2,1,1,0.48,0.4697,0.77,0.194,24,183,207,4,2,1,1,S4-W1
16722,2012-12-04,4,1,12,12,0,2,1,1,0.52,0.5,0.68,0.194,39,273,312,4,2,1,1,S4-W1
16723,2012-12-04,4,1,12,13,0,2,1,2,0.54,0.5152,0.64,0.1642,39,233,272,4,2,1,1,S4-W1
16724,2012-12-04,4,1,12,14,0,2,1,2,0.58,0.5455,0.56,0.2239,39,231,270,4,2,1,1,S4-W1
16725,2012-12-04,4,1,12,15,0,2,1,2,0.6,0.6212,0.49,0.2537,56,244,300,4,2,1,1,S4-W1
16726,2012-12-04,4,1,12,16,0,2,1,1,0.58,0.5455,0.49,0.2836,44,391,435,4,2,1,1,S4-W1
16727,2012-12-04,4,1,12,17,0,2,1,1,0.52,0.5,0.59,0.2239,43,700,743,4,2,1,1,S4-W1
16728,2012-12-04,4,1,12,18,0,2,1,1,0.5,0.4848,0.63,0.2239,38,693,731,4,2,1,1,S4-W1
16729,2012-12-04,4,1,12,19,0,2,1,1,0.48,0.4697,0.67,0.2239,46,414,460,4,2,1,1,S4-W1
16730,2012-12-04,4,1,12,20,0,2,1,2,0.5,0.4848,0.63,0.2239,34,272,306,4,2,1,1,S4-W1
16731,2012-12-04,4,1,12,21,0,2,1,2,0.5,0.4848,0.63,0.2537,28,252,280,4,2,1,1,S4-W1
16732,2012-12-04,4,1,12,22,0,2,1,2,0.5,0.4848,0.63,0.2985,26,155,181,4,2,1,1,S4-W1
16733,2012-12-04,4,1,12,23,0,2,1,1,0.48,0.4697,0.67,0.2537,5,91,96,4,2,1,1,S4-W1
16734,2012-12-05,4,1,12,0,0,3,1,1,0.5,0.4848,0.59,0.2836,6,31,37,4,3,1,1,S4-W1
16735,2012-12-05,4,1,12,1,0,3,1,1,0.52,0.5,0.55,0.3284,0,11,11,4,3,1,1,S4-W1
16736,2012-12-05,4,1,12,2,0,3,1,1,0.46,0.4545,0.67,0.1642,2,7,9,4,3,1,1,S4-W1
16737,2012-12-05,4,1,12,3,0,3,1,1,0.48,0.4697,0.67,0.1343,0,7,7,4,3,1,1,S4-W1
16738,2012-12-05,4,1,12,4,0,3,1,1,0.5,0.4848,0.63,0.4478,1,9,10,4,3,1,1,S4-W1
16739,2012-12-05,4,1,12,5,0,3,1,1,0.5,0.4848,0.59,0.2836,1,48,49,4,3,1,1,S4-W1
16740,2012-12-05,4,1,12,6,0,3,1,3,0.48,0.4697,0.55,0.3881,5,119,124,4,3,1,1,S4-W1
16741,2012-12-05,4,1,12,7,0,3,1,3,0.46,0.4545,0.59,0.2985,9,389,398,4,3,1,1,S4-W1
16742,2012-12-05,4,1,12,8,0,3,1,2,0.44,0.4394,0.58,0.2836,22,737,759,4,3,1,1,S4-W1
16743,2012-12-05,4,1,12,9,0,3,1,2,0.44,0.4394,0.51,0.2239,26,362,388,4,3,1,1,S4-W1
16744,2012-12-05,4,1,12,10,0,3,1,2,0.44,0.4394,0.47,0.3582,14,127,141,4,3,1,1,S4-W1
16745,2012-12-05,4,1,12,11,0,3,1,1,0.44,0.4394,0.44,0.2836,11,161,172,4,3,1,1,S4-W1
16746,2012-12-05,4,1,12,12,0,3,1,1,0.44,0.4394,0.41,0.2836,24,208,232,4,3,1,1,S4-W1
16747,2012-12-05,4,1,12,13,0,3,1,1,0.46,0.4545,0.41,0.2836,14,200,214,4,3,1,1,S4-W1
16748,2012-12-05,4,1,12,14,0,3,1,1,0.48,0.4697,0.33,0.4925,39,179,218,4,3,1,1,S4-W1
16749,2012-12-05,4,1,12,15,0,3,1,1,0.48,0.4697,0.33,0.2836,20,265,285,4,3,1,1,S4-W1
16750,2012-12-05,4,1,12,16,0,3,1,1,0.46,0.4545,0.33,0.2836,23,354,377,4,3,1,1,S4-W1
16751,2012-12-05,4,1,12,17,0,3,1,1,0.44,0.4394,0.35,0.2836,29,576,605,4,3,1,1,S4-W1
16752,2012-12-05,4,1,12,18,0,3,1,1,0.42,0.4242,0.35,0.4478,29,580,609,4,3,1,1,S4-W1
16753,2012-12-05,4,1,12,19,0,3,1,1,0.38,0.3939,0.43,0.3582,14,400,414,4,3,1,1,S4-W1
16754,2012-12-05,4,1,12,20,0,3,1,1,0.34,0.303,0.46,0.3881,19,274,293,4,3,1,1,S4-W1
16755,2012-12-05,4,1,12,21,0,3,1,1,0.34,0.303,0.46,0.4179,14,184,198,4,3,1,1,S4-W1
16756,2012-12-05,4,1,12,22,0,3,1,1,0.32,0.2879,0.45,0.3881,4,101,105,4,3,1,1,S4-W1
16757,2012-12-05,4,1,12,23,0,3,1,1,0.3,0.2727,0.49,0.3881,5,69,74,4,3,1,1,S4-W1
16758,2012-12-06,4,1,12,0,0,4,1,1,0.26,0.2424,0.48,0.2836,1,43,44,4,4,1,1,S4-W1
16759,2012-12-06,4,1,12,1,0,4,1,1,0.26,0.2424,0.48,0.2836,0,16,16,4,4,1,1,S4-W1
16760,2012-12-06,4,1,12,2,0,4,1,1,0.24,0.2121,0.52,0.2836,0,9,9,4,4,1,1,S4-W1
16761,2012-12-06,4,1,12,3,0,4,1,1,0.22,0.2273,0.55,0.194,0,2,2,4,4,1,1,S4-W1
16762,2012-12-06,4,1,12,4,0,4,1,1,0.22,0.2121,0.55,0.2985,1,8,9,4,4,1,1,S4-W1
16763,2012-12-06,4,1,12,5,0,4,1,1,0.22,0.2121,0.55,0.2836,0,32,32,4,4,1,1,S4-W1
16764,2012-12-06,4,1,12,6,0,4,1,1,0.22,0.2121,0.55,0.2985,2,122,124,4,4,1,1,S4-W1
16765,2012-12-06,4,1,12,7,0,4,1,1,0.22,0.2121,0.51,0.2985,8,381,389,4,4,1,1,S4-W1
16766,2012-12-06,4,1,12,8,0,4,1,1,0.22,0.2121,0.51,0.2985,13,646,659,4,4,1,1,S4-W1
16767,2012-12-06,4,1,12,9,0,4,1,1,0.24,0.2273,0.48,0.194,19,257,276,4,4,1,1,S4-W1
16768,2012-12-06,4,1,12,10,0,4,1,1,0.24,0.2273,0.52,0.194,23,122,145,4,4,1,1,S4-W1
16769,2012-12-06,4,1,12,11,0,4,1,1,0.26,0.2576,0.48,0.1642,16,162,178,4,4,1,1,S4-W1
16770,2012-12-06,4,1,12,12,0,4,1,1,0.28,0.3182,0.41,0.0,29,206,235,4,4,1,1,S4-W1
16771,2012-12-06,4,1,12,13,0,4,1,1,0.3,0.3333,0.39,0.0,33,212,245,4,4,1,1,S4-W1
16772,2012-12-06,4,1,12,14,0,4,1,1,0.3,0.3182,0.42,0.0896,37,175,212,4,4,1,1,S4-W1
16773,2012-12-06,4,1,12,15,0,4,1,1,0.32,0.3485,0.39,0.0,38,232,270,4,4,1,1,S4-W1
16774,2012-12-06,4,1,12,16,0,4,1,1,0.32,0.3485,0.42,0.0,39,292,331,4,4,1,1,S4-W1
16775,2012-12-06,4,1,12,17,0,4,1,1,0.3,0.3182,0.45,0.1045,31,586,617,4,4,1,1,S4-W1
16776,2012-12-06,4,1,12,18,0,4,1,1,0.28,0.2727,0.45,0.1642,23,542,565,4,4,1,1,S4-W1
16777,2012-12-06,4,1,12,19,0,4,1,1,0.26,0.2576,0.6,0.194,13,360,373,4,4,1,1,S4-W1
16778,2012-12-06,4,1,12,20,0,4,1,2,0.24,0.2576,0.6,0.1045,5,222,227,4,4,1,1,S4-W1
16779,2012-12-06,4,1,12,21,0,4,1,2,0.24,0.2424,0.6,0.1343,7,184,191,4,4,1,1,S4-W1
16780,2012-12-06,4,1,12,22,0,4,1,1,0.24,0.2424,0.65,0.1642,2,131,133,4,4,1,1,S4-W1
16781,2012-12-06,4,1,12,23,0,4,1,1,0.24,0.2424,0.65,0.1642,0,93,93,4,4,1,1,S4-W1
16782,2012-12-07,4,1,12,0,0,5,1,1,0.24,0.2576,0.7,0.1045,3,45,48,4,5,1,2,S4-W2
16783,2012-12-07,4,1,12,1,0,5,1,2,0.24,0.2273,0.7,0.194,2,26,28,4,5,1,2,S4-W2
16784,2012-12-07,4,1,12,2,0,5,1,2,0.26,0.2727,0.7,0.1343,0,11,11,4,5,1,2,S4-W2
16785,2012-12-07,4,1,12,3,0,5,1,2,0.26,0.2576,0.81,0.194,0,5,5,4,5,1,2,S4-W2
16786,2012-12-07,4,1,12,4,0,5,1,1,0.26,0.2727,0.75,0.1045,0,10,10,4,5,1,2,S4-W2
16787,2012-12-07,4,1,12,5,0,5,1,2,0.26,0.2727,0.81,0.1045,1,25,26,4,5,1,2,S4-W2
16788,2012-12-07,4,1,12,6,0,5,1,2,0.28,0.2727,0.75,0.1642,0,84,84,4,5,1,2,S4-W2
16789,2012-12-07,4,1,12,7,0,5,1,3,0.28,0.2727,0.81,0.1642,3,212,215,4,5,1,2,S4-W2
16790,2012-12-07,4,1,12,8,0,5,1,2,0.3,0.2879,0.75,0.194,11,430,441,4,5,1,2,S4-W2
16791,2012-12-07,4,1,12,9,0,5,1,2,0.3,0.303,0.81,0.1343,10,291,301,4,5,1,2,S4-W2
16792,2012-12-07,4,1,12,10,0,5,1,2,0.32,0.3182,0.76,0.1642,16,150,166,4,5,1,2,S4-W2
16793,2012-12-07,4,1,12,11,0,5,1,2,0.32,0.3182,0.76,0.194,20,183,203,4,5,1,2,S4-W2
16794,2012-12-07,4,1,12,12,0,5,1,2,0.34,0.3333,0.71,0.194,36,204,240,4,5,1,2,S4-W2
16795,2012-12-07,4,1,12,13,0,5,1,2,0.36,0.3485,0.66,0.1343,23,197,220,4,5,1,2,S4-W2
16796,2012-12-07,4,1,12,14,0,5,1,2,0.36,0.3485,0.71,0.1642,40,175,215,4,5,1,2,S4-W2
16797,2012-12-07,4,1,12,15,0,5,1,2,0.36,0.3485,0.71,0.1642,34,269,303,4,5,1,2,S4-W2
16798,2012-12-07,4,1,12,16,0,5,1,1,0.36,0.3485,0.76,0.1343,39,336,375,4,5,1,2,S4-W2
16799,2012-12-07,4,1,12,17,0,5,1,2,0.38,0.3939,0.66,0.0,29,539,568,4,5,1,2,S4-W2
16800,2012-12-07,4,1,12,18,0,5,1,2,0.38,0.3939,0.71,0.1045,25,473,498,4,5,1,2,S4-W2
16801,2012-12-07,4,1,12,19,0,5,1,2,0.38,0.3939,0.76,0.0,15,337,352,4,5,1,2,S4-W2
16802,2012-12-07,4,1,12,20,0,5,1,3,0.38,0.3939,0.76,0.1045,12,229,241,4,5,1,2,S4-W2
16803,2012-12-07,4,1,12,21,0,5,1,2,0.36,0.3636,0.93,0.1045,9,162,171,4,5,1,2,S4-W2
16804,2012-12-07,4,1,12,22,0,5,1,2,0.36,0.3636,0.93,0.0896,15,150,165,4,5,1,2,S4-W2
16805,2012-12-07,4,1,12,23,0,5,1,2,0.36,0.3636,0.93,0.0896,6,116,122,4,5,1,2,S4-W2
16806,2012-12-08,4,1,12,0,0,6,0,2,0.36,0.3636,0.93,0.0896,5,98,103,4,6,0,2,S4-W2
16807,2012-12-08,4,1,12,1,0,6,0,2,0.36,0.3485,0.93,0.1343,16,84,100,4,6,0,2,S4-W2
16808,2012-12-08,4,1,12,2,0,6,0,2,0.36,0.3485,0.93,0.1343,3,67,70,4,6,0,2,S4-W2
16809,2012-12-08,4,1,12,3,0,6,0,2,0.36,0.3636,0.93,0.1045,6,23,29,4,6,0,2,S4-W2
16810,2012-12-08,4,1,12,4,0,6,0,2,0.36,0.3788,0.93,0.0,3,9,12,4,6,0,2,S4-W2
16811,2012-12-08,4,1,12,5,0,6,0,2,0.36,0.3636,0.93,0.1045,2,4,6,4,6,0,2,S4-W2
16812,2012-12-08,4,1,12,6,0,6,0,2,0.36,0.3636,0.93,0.1045,1,19,20,4,6,0,2,S4-W2
16813,2012-12-08,4,1,12,7,0,6,0,2,0.36,0.3636,1.0,0.0896,3,36,39,4,6,0,2,S4-W2
16814,2012-12-08,4,1,12,8,0,6,0,2,0.38,0.3939,0.94,0.0896,5,106,111,4,6,0,2,S4-W2
16815,2012-12-08,4,1,12,9,0,6,0,2,0.38,0.3939,0.94,0.0,17,153,170,4,6,0,2,S4-W2
16816,2012-12-08,4,1,12,10,0,6,0,2,0.4,0.4091,0.87,0.1343,43,244,287,4,6,0,2,S4-W2
16817,2012-12-08,4,1,12,11,0,6,0,2,0.4,0.4091,0.87,0.1045,63,341,404,4,6,0,2,S4-W2
16818,2012-12-08,4,1,12,12,0,6,0,2,0.4,0.4091,0.87,0.2239,122,364,486,4,6,0,2,S4-W2
16819,2012-12-08,4,1,12,13,0,6,0,2,0.4,0.4091,0.87,0.1642,148,399,547,4,6,0,2,S4-W2
16820,2012-12-08,4,1,12,14,0,6,0,2,0.4,0.4091,0.87,0.2836,164,378,542,4,6,0,2,S4-W2
16821,2012-12-08,4,1,12,15,0,6,0,1,0.42,0.4242,0.82,0.1642,167,374,541,4,6,0,2,S4-W2
16822,2012-12-08,4,1,12,16,0,6,0,1,0.42,0.4242,0.82,0.1642,139,368,507,4,6,0,2,S4-W2
16823,2012-12-08,4,1,12,17,0,6,0,1,0.38,0.3939,0.87,0.1343,77,268,345,4,6,0,2,S4-W2
16824,2012-12-08,4,1,12,18,0,6,0,1,0.4,0.4091,0.87,0.1045,40,264,304,4,6,0,2,S4-W2
16825,2012-12-08,4,1,12,19,0,6,0,1,0.4,0.4091,0.87,0.0,34,212,246,4,6,0,2,S4-W2
16826,2012-12-08,4,1,12,20,0,6,0,2,0.36,0.3788,1.0,0.0,20,162,182,4,6,0,2,S4-W2
16827,2012-12-08,4,1,12,21,0,6,0,2,0.36,0.3788,1.0,0.0,34,175,209,4,6,0,2,S4-W2
16828,2012-12-08,4,1,12,22,0,6,0,2,0.38,0.3939,0.94,0.1045,23,137,160,4,6,0,2,S4-W2
16829,2012-12-08,4,1,12,23,0,6,0,2,0.4,0.4091,0.94,0.0,18,144,162,4,6,0,2,S4-W2
16830,2012-12-09,4,1,12,0,0,0,0,2,0.4,0.4091,0.87,0.1343,15,103,118,4,0,0,2,S4-W2
16831,2012-12-09,4,1,12,1,0,0,0,2,0.4,0.4091,0.87,0.1045,17,85,102,4,0,0,2,S4-W2
16832,2012-12-09,4,1,12,2,0,0,0,2,0.4,0.4091,0.87,0.1045,8,70,78,4,0,0,2,S4-W2
16833,2012-12-09,4,1,12,3,0,0,0,2,0.4,0.4091,0.87,0.1045,14,34,48,4,0,0,2,S4-W2
16834,2012-12-09,4,1,12,4,0,0,0,2,0.4,0.4091,0.94,0.1045,1,11,12,4,0,0,2,S4-W2
16835,2012-12-09,4,1,12,5,0,0,0,2,0.4,0.4091,0.87,0.1045,0,8,8,4,0,0,2,S4-W2
16836,2012-12-09,4,1,12,6,0,0,0,3,0.4,0.4091,0.94,0.1045,0,6,6,4,0,0,2,S4-W2
16837,2012-12-09,4,1,12,7,0,0,0,3,0.4,0.4091,0.87,0.2239,1,22,23,4,0,0,2,S4-W2
16838,2012-12-09,4,1,12,8,0,0,0,3,0.4,0.4091,0.87,0.1642,1,68,69,4,0,0,2,S4-W2
16839,2012-12-09,4,1,12,9,0,0,0,2,0.4,0.4091,0.87,0.2537,9,94,103,4,0,0,2,S4-W2
16840,2012-12-09,4,1,12,10,0,0,0,2,0.4,0.4091,0.87,0.2836,39,180,219,4,0,0,2,S4-W2
16841,2012-12-09,4,1,12,11,0,0,0,2,0.4,0.4091,0.87,0.2985,40,210,250,4,0,0,2,S4-W2
16842,2012-12-09,4,1,12,12,0,0,0,2,0.4,0.4091,0.82,0.2985,60,255,315,4,0,0,2,S4-W2
16843,2012-12-09,4,1,12,13,0,0,0,2,0.38,0.3939,0.87,0.2836,65,220,285,4,0,0,2,S4-W2
16844,2012-12-09,4,1,12,14,0,0,0,2,0.38,0.3939,0.87,0.194,42,190,232,4,0,0,2,S4-W2
16845,2012-12-09,4,1,12,15,0,0,0,3,0.36,0.3485,0.93,0.1642,25,200,225,4,0,0,2,S4-W2
16846,2012-12-09,4,1,12,16,0,0,0,3,0.36,0.3485,0.93,0.1642,33,220,253,4,0,0,2,S4-W2
16847,2012-12-09,4,1,12,17,0,0,0,3,0.36,0.3485,0.93,0.1343,20,209,229,4,0,0,2,S4-W2
16848,2012-12-09,4,1,12,18,0,0,0,3,0.36,0.3636,0.93,0.0896,17,181,198,4,0,0,2,S4-W2
16849,2012-12-09,4,1,12,19,0,0,0,3,0.38,0.3939,0.94,0.0896,12,110,122,4,0,0,2,S4-W2
16850,2012-12-09,4,1,12,20,0,0,0,3,0.36,0.3636,1.0,0.0896,6,102,108,4,0,0,2,S4-W2
16851,2012-12-09,4,1,12,21,0,0,0,2,0.36,0.3636,1.0,0.1045,10,86,96,4,0,0,2,S4-W2
16852,2012-12-09,4,1,12,22,0,0,0,3,0.36,0.3636,0.93,0.1045,3,75,78,4,0,0,2,S4-W2
16853,2012-12-09,4,1,12,23,0,0,0,3,0.36,0.3636,1.0,0.0896,3,48,51,4,0,0,2,S4-W2
16854,2012-12-10,4,1,12,0,0,1,1,3,0.36,0.3636,1.0,0.0896,0,20,20,4,1,1,2,S4-W2
16855,2012-12-10,4,1,12,1,0,1,1,2,0.36,0.3788,1.0,0.0,0,4,4,4,1,1,2,S4-W2
16856,2012-12-10,4,1,12,2,0,1,1,2,0.38,0.3939,0.94,0.1045,2,3,5,4,1,1,2,S4-W2
16857,2012-12-10,4,1,12,3,0,1,1,2,0.38,0.3939,0.94,0.1045,0,4,4,4,1,1,2,S4-W2
16858,2012-12-10,4,1,12,4,0,1,1,2,0.38,0.3939,0.94,0.1045,3,9,12,4,1,1,2,S4-W2
16859,2012-12-10,4,1,12,5,0,1,1,2,0.38,0.3939,0.94,0.1045,0,27,27,4,1,1,2,S4-W2
16860,2012-12-10,4,1,12,6,0,1,1,2,0.38,0.3939,0.94,0.1642,2,121,123,4,1,1,2,S4-W2
16861,2012-12-10,4,1,12,7,0,1,1,2,0.38,0.3939,0.94,0.2537,3,291,294,4,1,1,2,S4-W2
16862,2012-12-10,4,1,12,8,0,1,1,2,0.42,0.4242,1.0,0.2537,9,575,584,4,1,1,2,S4-W2
16863,2012-12-10,4,1,12,9,0,1,1,2,0.42,0.4242,1.0,0.2239,11,273,284,4,1,1,2,S4-W2
16864,2012-12-10,4,1,12,10,0,1,1,2,0.44,0.4394,0.94,0.2239,12,121,133,4,1,1,2,S4-W2
16865,2012-12-10,4,1,12,11,0,1,1,3,0.46,0.4545,0.94,0.2239,8,126,134,4,1,1,2,S4-W2
16866,2012-12-10,4,1,12,12,0,1,1,3,0.44,0.4394,1.0,0.2239,23,150,173,4,1,1,2,S4-W2
16867,2012-12-10,4,1,12,13,0,1,1,3,0.44,0.4394,1.0,0.2239,30,190,220,4,1,1,2,S4-W2
16868,2012-12-10,4,1,12,14,0,1,1,2,0.5,0.4848,0.94,0.2239,31,179,210,4,1,1,2,S4-W2
16869,2012-12-10,4,1,12,15,0,1,1,2,0.5,0.4848,0.87,0.1642,29,207,236,4,1,1,2,S4-W2
16870,2012-12-10,4,1,12,16,0,1,1,2,0.5,0.4848,0.88,0.1045,37,308,345,4,1,1,2,S4-W2
16871,2012-12-10,4,1,12,17,0,1,1,2,0.48,0.4697,0.82,0.2836,38,578,616,4,1,1,2,S4-W2
16872,2012-12-10,4,1,12,18,0,1,1,2,0.46,0.4545,0.88,0.2836,20,544,564,4,1,1,2,S4-W2
16873,2012-12-10,4,1,12,19,0,1,1,1,0.52,0.5,0.77,0.2836,18,409,427,4,1,1,2,S4-W2
16874,2012-12-10,4,1,12,20,0,1,1,1,0.46,0.4545,0.88,0.2537,13,287,300,4,1,1,2,S4-W2
16875,2012-12-10,4,1,12,21,0,1,1,2,0.46,0.4545,0.94,0.194,21,224,245,4,1,1,2,S4-W2
16876,2012-12-10,4,1,12,22,0,1,1,2,0.5,0.4848,0.82,0.2239,11,115,126,4,1,1,2,S4-W2
16877,2012-12-10,4,1,12,23,0,1,1,1,0.46,0.4545,0.88,0.2537,8,76,84,4,1,1,2,S4-W2
16878,2012-12-11,4,1,12,0,0,2,1,3,0.46,0.4545,0.77,0.4627,2,29,31,4,2,1,2,S4-W2
16879,2012-12-11,4,1,12,1,0,2,1,1,0.42,0.4242,0.71,0.4478,1,7,8,4,2,1,2,S4-W2
16880,2012-12-11,4,1,12,2,0,2,1,2,0.4,0.4091,0.66,0.3284,0,1,1,4,2,1,2,S4-W2
16881,2012-12-11,4,1,12,3,0,2,1,3,0.36,0.3333,0.76,0.2836,0,3,3,4,2,1,2,S4-W2
16882,2012-12-11,4,1,12,4,0,2,1,2,0.34,0.3182,0.76,0.2836,0,8,8,4,2,1,2,S4-W2
